ROG3,PeopleID3,ROP3,PeopNameInCountry,ROG2,Continent,RegionName,ISO3,LocationInCountry,PeopleID1,ROP1,AffinityBloc,PeopleID2,ROP2,PeopleCluster,PeopNameAcrossCountries,Population,Category,ROL3,PrimaryLanguageName,PrimaryLanguageDialect,NumberLanguagesSpoken,OfficialLang,SpeakNationalLang,BibleStatus,BibleYear,NTYear,PortionsYear,TranslationNeedQuestionable,JPScale,JPScalePC,JPScalePGAC,LeastReached,LeastReachedPC,LeastReachedPGAC,GSEC,JF,AudioRecordings,NTOnline,RLG3,RLG3PC,RLG3PGAC,PrimaryReligion,PrimaryReligionPC,PrimaryReligionPGAC,RLG4,ReligionSubdivision,PCIslam,PCNonReligious,PCUnknown,SecurityLevel,LRTop100,PhotoAddress,PhotoCredits,PhotoCreditURL,PhotoCreativeCommons,PhotoCopyright,PhotoPermission,ProfileTextExists,CountOfCountries,CountOfProvinces,Longitude,Latitude,Ctry,IndigenousCode,PercentAdherents,PercentChristianPC,NaturalName,NaturalPronunciation,PercentChristianPGAC,PercentEvangelical,PercentEvangelicalPC,PercentEvangelicalPGAC,PCBuddhism,PCEthnicReligions,PCHinduism,PCOtherSmall,RegionCode,PopulationPGAC,Frontier,MapAddress,PhotoCCVersionText,PhotoCCVersionURL,MapCredits,MapCreditURL,MapCopyright,MapCCVersionText,MapCCVersionURL,Window1040,PeopleGroupMapURL,PeopleGroupMapExpandedURL,PeopleGroupURL,PeopleGroupPhotoURL,CountryURL,JPScaleText,JPScaleImageURL,Summary,Obstacles,HowReach,PrayForChurch,PrayForPG,BibleStatusText
"YM","12114","103851","Hobyot","ASI","Asia","Africa, North and Middle East","YEM","Near Oman border, Al Mahrah Governorate.","10","A001","Arab World","111","C0013","Arab, Arabian","Hobyot","400","1","hoh","Hobyot",,"1","Arabic, Standard",,"0",,,,,"1","1","1","Y","Y","Y","0","N","N",,"6","6","6","Islam","Islam","Islam",,,"99.799999999999997","0","0","2","N","p12114.jpg","Greta Gabaglio - Shutterstock",,"N","Y","y","Y","2",,"52.695779999999999","17.174759999999999","Yemen","Y","0.20000000000000001","0.40500000000000003","Hobyot",,"0.14000000000000001","0","0.11700000000000001","0","0","0","0","0","6","600","N","m00325.png","","","Pioneers","https://www.cartpioneers.org/products/Peoples-of-Yemen-Prayer-Guide.html","Y","","","Y","https://joshuaproject.net/assets/media/profiles/maps/m00325.png","https://joshuaproject.net/assets/media/profiles/maps/m00325.pdf","https://joshuaproject.net/people_groups/12114/YM","https://joshuaproject.net/assets/media/profiles/photos/p12114.jpg","https://joshuaproject.net/countries/YM","Unreached","https://joshuaproject.net/images/scale1.jpg","","","","","","Unspecified"
"MO","10482","100606","Berber, Atta","AFR","Africa","Africa, North and Middle East","MAR","Widespread, especially Middle and east High Atlas Mountains, adjacent valleys to Taza, Rabat area; 1,200,000 in rural areas between Taza, Khemisset, Azilal, Errachidia; 100,000 outside the language area.","10","A001","Arab World","145","C0049","Berber-Shilha","Berber, Atta","157000","3","tzm","Tamazight, Central Atlas",,"1","Arabic, Standard",,"3",,,"1919-2020",,"1","2","1","Y","N","Y",,"Y","Y","Y","6","6","6","Islam","Islam","Islam",,,"99.980000000000004","0","0","2","N","p10482.jpg","Anonymous",,"N","N","N","Y","1",,"-4.0616990971804903","32.615548302318999","Morocco","Y","0.02","7.6210000000000004","Atta Berber","AH-tah BUR-bur","0.02","0.016","0.17599999999999999","0.016","0","0","0","0","6","157000","Y","m10482_mo.png","","","People Group location: Joshua Project. Map geography: ESRI / GMI.  Map design: Joshua Project.","","N","","","Y","https://joshuaproject.net/assets/media/profiles/maps/m10482_mo.png","https://joshuaproject.net/assets/media/profiles/maps/m10482_mo.pdf","https://joshuaproject.net/people_groups/10482/MO","https://joshuaproject.net/assets/media/profiles/photos/p10482.jpg","https://joshuaproject.net/countries/MO","Unreached","https://joshuaproject.net/images/scale1.jpg","The Atta refer to themselves by the name of their particular subgroup rather than using the term ""Berbers"". The arrival of Arabs in Morocco in the seventh century resulted in the gradual conversion of some Berbers to Islam. It was not until the thirteenth century, however, with the arrival of large numbers of Arabs from the Middle East, that the majority of Berbers accepted Islam, learned the Arabic language and were assimilated into Arab culture. Gospel radio and television beamed to North Africa is very helpful in reaching them. Materials distributed to North Africans on the docks of southern Europe find their way into the hands of many Berbers.","Morocco does not provide easy access for Christian influence.","","","Pray for those who are beginning to find Christ among the Atta Berber community, that the Lord would protect and nurture their faith and that they would find each other in order to fellowship and grow together. Pray they would be rooted and established in love. Pray the Berber peoples of Morocco would have access to the good news of Jesus in many forms, hearing clearly who he is in their mother tongue.","Portions"
"MO","10801","101272","Berber, Drawa","AFR","Africa","Africa, North and Middle East","MAR","Souss-Massa-Drâa, Guelmim-Es Semara, Marrakesh-Tensift-Al Haouz, and Tadla-Azilal regions: coast south to Ifni, north to near Agadir, northeast to Marrakech outskirts, east to Drâa, including Sous valley, and south near the border.","10","A001","Arab World","145","C0049","Berber-Shilha","Berber, Drawa","517000","3","shi","Tachelhit",,"1","Arabic, Standard",,"4",,"2021","1906-1925",,"1","2","1","Y","N","Y",,"Y","Y","Y","6","6","6","Islam","Islam","Islam",,,"99.989999999999995","0","0","2","N","p10801.jpg","Anonymous",,"N","N","N","Y","1",,"-8.1818559295167592","30.287989013924399","Morocco","Y","0.01","7.6210000000000004","Drawa Berber",,"0.01","0.0080000000000000002","0.17599999999999999","0.0080000000000000002","0","0","0","0","6","517000","Y","m10801_mo.png","","","People Group location: SIL / WLMS. Map geography: ESRI / GMI. Map design: Joshua Project.","","N","","","Y","https://joshuaproject.net/assets/media/profiles/maps/m10801_mo.png","https://joshuaproject.net/assets/media/profiles/maps/m10801_mo.pdf","https://joshuaproject.net/people_groups/10801/MO","https://joshuaproject.net/assets/media/profiles/photos/p10801.jpg","https://joshuaproject.net/countries/MO","Unreached","https://joshuaproject.net/images/scale1.jpg","The Berber language is not officially recognized in Morocco, though French (the old colonial language) is. There are a few Berber programs on television, mainly as a token gesture. Berber is basically a spoken language, though there have been (and still are) attempts to gain acceptance for a written form. A Berber alphabet, probably derived from the ancient Punic script, has existed for around 2,500 years.","Morocco is not a hospitable country in which Christians can live and work.","Pray that God will overthrow spiritual forces of darkness opposing the spread of His Gospel.","There may be no followers of Christ among the Drawa Berbers, but we expect many to soon be born into the faith. Pray for them. Pray they will be filled to the measure of all the fullness of God.","Pray for the Drawa Berbers to learn that a way of forgiveness for their sins has been provided.","New Testament"
"SA","10759","101196","Arab, Saudi - Najdi","ASI","Asia","Africa, North and Middle East","SAU","Widespread, especially in interior areas, including Al Hudud ash Shamaliyah, Al Jawf, Al Qasim, and Ha’il provinces; Al Madinah Province, Ta’if area and east; in south, western portions of Najran and ’Asir provinces, with a small border area in Jizan Province; all but the southeast of Ar Riyad Province, northern portions of Ash Sharqiyah Province; northeastern Tabuk Province.","10","A001","Arab World","111","C0013","Arab, Arabian","Arab, Saudi - Najdi","14877000","2","ars","Arabic, Najdi",,"1","Arabic, Standard",,"3",,,"2004-2013",,"1","1","1","Y","Y","Y","1","N","Y",,"6","6","6","Islam","Islam","Islam",,,"99.909999999999997","0","0","2","Y","p10759.jpg","Sam Nord - Shutterstock",,"N","Y","Y","Y","11",,"46.880773131274999","24.558486049191799","Saudi Arabia","Y","0.089999999999999997","0.40500000000000003","Najdi Arab","SOW-dee nahj-DEE AE-rub","0.071999999999999995","0.080000000000000002","0.11700000000000001","0.063","0","0","0","0","6","18835500","Y","m10759_sa.png","","","People Group location: IMB. Map geography: ESRI / GMI. Map design: Joshua Project.","","N","","","Y","https://joshuaproject.net/assets/media/profiles/maps/m10759_sa.png","https://joshuaproject.net/assets/media/profiles/maps/m10759_sa.pdf","https://joshuaproject.net/people_groups/10759/SA","https://joshuaproject.net/assets/media/profiles/photos/p10759.jpg","https://joshuaproject.net/countries/SA","Unreached","https://joshuaproject.net/images/scale1.jpg","The Najdi people live in the central Najd region of Saudi Arabia. They speak four major dialects and all follow Sunni Islam.","The Najdi live in the birthplace of Islam: Saudi Arabia. It is sometimes called ""The Land of the Two Holy Mosques,"" referring to Mecca and Medina, the two holiest places in Islam. In the Kingdom of Saudi Arabia, the public practice of any religion other than Islam is forbidden. Churches, Bibles and Christian materials are not allowed.","Although Saudi Arabia is off limits to traditional mission work, online evangelism could be an effective tool in reaching the Najdi. Audio and digital Bible resources are available in the Najdi language.","Pray for the very few believers among them to be bold and loving in sharing Christ with their families and friends despite the threat of persecution and violence.","Pray for the Najdi to encounter God's Word on the internet. Pray for the Najdi to hunger for the love of God, seek Jesus, and receive the free gift of salvation and eternal life. Pray for the Lord to give Najdi people dreams and visions of Christ that will draw them into the Kingdom of God.","Portions"
"MO","10804","101277","Berber, Uregu","AFR","Africa","Africa, North and Middle East","MAR","Widespread, especially Middle and east High Atlas Mountains, adjacent valleys to Taza, Rabat area.","10","A001","Arab World","145","C0049","Berber-Shilha","Berber, Uregu","77000","3","tzm","Tamazight, Central Atlas",,"1","Arabic, Standard",,"3",,,"1919-2020",,"1","2","1","Y","N","Y",,"Y","Y","Y","6","6","6","Islam","Islam","Islam",,,"99.980000000000004","0","0","2","N","p10804.jpg","RudiErnst - Shutterstock",,"N","Y","Y","Y","1",,"-4.0601288861954403","32.611196631042702","Morocco","Y","0.02","7.6210000000000004","Uregu Berber","oo-RAY-goo BUR-bur","0.02","0.016","0.17599999999999999","0.016","0","0","0","0","6","77000","Y","m10804_mo.png","","","Bryan Nicholson / cartoMission","https://www.cartomission.com","N","","","Y","https://joshuaproject.net/assets/media/profiles/maps/m10804_mo.png","https://joshuaproject.net/assets/media/profiles/maps/m10804_mo.pdf","https://joshuaproject.net/people_groups/10804/MO","https://joshuaproject.net/assets/media/profiles/photos/p10804.jpg","https://joshuaproject.net/countries/MO","Unreached","https://joshuaproject.net/images/scale1.jpg","The Uregu Berbers are one of the smaller Berber tribes who live in the southeastern part of Morocco. Berber society is primarily made up of farmers and merchants. As with other descendants of Subsaharan Africa, the Uregu Berbers are sometimes marginalized within Moroccan culture. Close knit Berber clans adhere to traditional customs, giving communities a strong sense of identity and loyalty. Most Berbers are Sunni Muslim, but many also believe in the presence of spirits called jinn.","Berber communities tend to be remote and socially isolated, making evangelism challenging.","Believers can make disciples among the Berbers who have migrated to Moroccan towns and cities. They will be more effective at sharing the gospel in remote Berber communities.","","Ask the Lord of the harvest to send laborers to the Uregu Berbers.
Pray for the Holy Spirit to reveal Jesus through dreams and visions.
Pray that tribal leaders and influential persons would receive Jesus and be able to impact the larger community with the gospel.
The Berbers proudly call themselves the Amazigh, which means the ""free people."" Pray that they would discover true freedom through Jesus Christ.","Portions"
"MU","11546","102582","Arab, Dhofari","ASI","Asia","Africa, North and Middle East","OMN","Zufar governorate, Salala and nearby coastal regions.","10","A001","Arab World","111","C0013","Arab, Arabian","Arab, Dhofari","120000","1","adf","Arabic, Dhofari",,"1","Arabic, Standard",,"2",,,,,"1","1","1","Y","Y","Y","1","N","Y",,"6","6","6","Islam","Islam","Islam",,,"99.998999999999995","0","0","2","N","p11546.jpg","Katiekk - Shutterstock",,"N","Y","Y","Y","1",,"54.516840000000002","17.072559999999999","Oman","Y","0.001","0.40500000000000003","Dhofari Arab","doh-FAR-ee AE-rub","0.001","0.001","0.11700000000000001","0.001","0","0","0","0","6","120000","Y","m11546_mu.png","","","People Group location: IMB. Map geography: ESRI / GMI. Map design: Joshua Project.","","N","","","Y","https://joshuaproject.net/assets/media/profiles/maps/m11546_mu.png","https://joshuaproject.net/assets/media/profiles/maps/m11546_mu.pdf","https://joshuaproject.net/people_groups/11546/MU","https://joshuaproject.net/assets/media/profiles/photos/p11546.jpg","https://joshuaproject.net/countries/MU","Unreached","https://joshuaproject.net/images/scale1.jpg","These Arabs speak their own variety of Arabic, residing in Salala and nearby coastal regions of Oman. Even though Oman is a modern country, western influences are quite restricted. A very important part of Omani culture is hospitality. If invited into an Omani house, a visitor is likely to be greeted with a bowl of dates, qahwa (coffee with cardamom) and fruit. Omanis practice a unique brand of Islam, Ibadhism.","Oman is not congenial to overt Christian witness.","Pray for God's blessing on the leaders among the Dhofari Arabs, along with their families, and for their communities to welcome and enjoy God's provision.","Pray for the few followers of Jesus among the Dhofari Arabs, that they would be zealous to follow Jesus and would live holy lives. Pray they would have power to grasp how wide and long and high and deep is the love of Christ.","Pray for the Dhofari Arabs to be drawn to Jesus (whom Muslims call Isa al-Masih), to desire to learn more about this man. Pray the Spirit of Jesus would open their minds to see Jesus as the Son of God.","Translation started"
"SU","11787","103097","Gaaliin","AFR","Africa","Africa, East and Southern","SDN","Widespread.","10","A001","Arab World","117","C0019","Arab, Sudan","Gaaliin","3945000","3","apd","Arabic, Sudanese",,"1","Arabic, Standard",,"4",,"1978-2022","1927-1964",,"1","1","1","Y","Y","Y","1","Y","Y","Y","6","6","6","Islam","Islam","Islam",,,"93.900000000000006","0","0","2","N","p11787.jpg","Sudan 101",,"N","N","N","Y","1",,"30.138869000304101","12.9476010002859","Sudan","Y","4.0999999999999996","1.3520000000000001","Gaaliin",,"4.0999999999999996","0.80000000000000004","0.26800000000000002","0.80000000000000004","0","2","0","0","7","3945000","N","m11787_su.png","","","People Group location: IMB. Map geography: ESRI / GMI. Map design: Joshua Project.","","N","","","Y","https://joshuaproject.net/assets/media/profiles/maps/m11787_su.png","https://joshuaproject.net/assets/media/profiles/maps/m11787_su.pdf","https://joshuaproject.net/people_groups/11787/SU","https://joshuaproject.net/assets/media/profiles/photos/p11787.jpg","https://joshuaproject.net/countries/SU","Unreached","https://joshuaproject.net/images/scale1.jpg","The Jaaliyin are easily recognized by their facial scars, many of which are in the form of a T or H. The scars are a sign of tribal pride and are even more common on the women than on the men, for they are considered a sign of beauty. The Jaaliyin are a very close tribe and quickly identify with each other, coming to another's aid in the event of trouble or during times of celebration. Some Jaaliyin still farm and raise livestock along the banks of the Nile River, but today they more commonly consist of the bulk of the Sudanese urban population, forming a large part of the merchant class.","Like so many other Sudanese people groups, the Jaaliyin follow the Islamic faith, and are generally very committed Sunni Muslims. They are not open to hearing about the matchless name of Jesus.","Churches in Sudan can use creative evangelistic outreaches to reach the Jaaliyin. This might involve the use of culturally appropriate music.","","Ask the Lord to soften the hearts of the Gaaliin so that they will be receptive to the gospel.
Ask the Holy Spirit to grant wisdom and favor to Christ followers focusing on the Gaaliin people.
Pray for Gaaliin elders to have dreams of the savior that will open their hearts to him.
Pray for Gaaliin disciples to make more disciples.","New Testament"
"SU","11976","103534","Guhayna","AFR","Africa","Africa, East and Southern","SDN","Widespread.","10","A001","Arab World","117","C0019","Arab, Sudan","Guhayna","2388000","3","apd","Arabic, Sudanese",,"1","Arabic, Standard",,"4",,"1978-2022","1927-1964",,"1","1","1","Y","Y","Y","1","Y","Y","Y","6","6","6","Islam","Islam","Islam",,,"90","0","0","2","N","p11976.jpg","urosr - Shutterstock",,"N","Y","Y","Y","1",,"29.307870999646902","14.361082000433999","Sudan","Y","4","1.3520000000000001","Guhayna","goo-HYE-nah","4","0.69999999999999996","0.26800000000000002","0.69999999999999996","0","6","0","0","7","2388000","N","m11976_su.png","","","People Group location: Joshua Project. Map geography: ESRI / GMI.  Map design: Joshua Project.","","N","","","Y","https://joshuaproject.net/assets/media/profiles/maps/m11976_su.png","https://joshuaproject.net/assets/media/profiles/maps/m11976_su.pdf","https://joshuaproject.net/people_groups/11976/SU","https://joshuaproject.net/assets/media/profiles/photos/p11976.jpg","https://joshuaproject.net/countries/SU","Unreached","https://joshuaproject.net/images/scale1.jpg","The Guhayna are a nomadic Sudanese Arab tribe whose name is synonymous with all Sudanese nomads. A common culture binds these Sudanese Arabs with other Arabs around the world: rigid codes of honor, loyalty and hospitality. ","Conversion from Islam to Christianity is not accepted and there can be serious consequences. Consequently, there are few Sudanese Arabs who follow Christ. Despite Christian workers in Sudan for many years, most effort concentrates on the southern Sudanese, neglecting the country's Muslim majority. ","There are a number of gospel resources in their language. Pray for opportunities to use these tools effectively. ","There are probably a few followers of Christ among the Guhayna people. Pray they would live holy lives and would be joyful always, praying continually and giving thanks to the Lord in all circumstances. Pray God would use them to draw the entire Guhayna tribe to Jesus Christ. ","Please pray for adequate rainfall for the crops and livestock of the Guhayna Arabs and for pure drinking water. Pray for a spiritual hunger that will lead them to the cross. ","New Testament"
"CD","12083","103754","Baggara, Hemat","AFR","Africa","Africa, West and Central","TCD",,"10","A001","Arab World","116","C0018","Arab, Shuwa","Baggara, Hemat","33000","1","apd","Arabic, Sudanese","Western Sudanese","1","Arabic, Standard",,"4",,"1978-2022","1927-1964",,"1","1","1","Y","Y","Y","1","Y","Y","Y","6","6","6","Islam","Islam","Islam",,,"99.983999999999995","0","0","2","N","p12083.jpg","Sudan 101",,"N","N","N","Y","1",,"20.836008808759502","13.8376945470657","Chad","Y","0.016","0.34399999999999997","Hemat Baggara",,"0.016","0.016","0.26900000000000002","0.016","0","0","0","0","8","33000","Y","m12083_cd.png","","","People Group location: IMB. Map geography: ESRI / GMI. Map design: Joshua Project.","","N","","","Y","https://joshuaproject.net/assets/media/profiles/maps/m12083_cd.png","https://joshuaproject.net/assets/media/profiles/maps/m12083_cd.pdf","https://joshuaproject.net/people_groups/12083/CD","https://joshuaproject.net/assets/media/profiles/photos/p12083.jpg","https://joshuaproject.net/countries/CD","Unreached","https://joshuaproject.net/images/scale1.jpg","The Baggara tribes are of Arab descent and mainly speak the Shuwa dialect of the Arabic language. They entered western Sudan between the twelfth and thirteenth centuries, and have gradually moved east and west from there. By the eighteenth century, they were concentrated primarily to the north and east of Lake Chad. Their tribes continued moving eastward until they became widely scattered across the horizontal plains of West Africa. They have intermarried with the tribes who lived close to them. This mixture of blood has given the Baggara darker skin and thicker lips than other Arabs.

There are a couple of Baggara subgroups; among them are the Hemats.","Some of the Baggara tribes have been ministered to by mission agencies. Because the Hemet Baggara people are so devoted to the Islamic religion, very few are willing to follow Jesus. Also, the nomadic lifestyle of the Baggara makes it very difficult for missionaries to reach them. Concentrated prayer and evangelism efforts are necessary in order to reach the hearts of Hemat Baggaras with the gospel.","It will take believers who can maintain holy lives while living in difficult circumstances to reach the Hemet Baggara people with the gospel. This will take years of difficult ministry to see a thriving disciple making movement among these unreached Muslims.","There are no believes among the Hemat Baggara people, so pray this will soon change.","Ask the Lord to call out prayer teams to break up the soil through worship and intercession. 
Pray that God will raise up long term workers to reach every Baggara tribe.
Pray that believers living in Africa will be stirred with vision for outreach and a genuine burden to reach out to the Baggara tribes. 
Ask the Lord to raise up strong local churches among the Hemat Baggara people where they can be discipled in the ways of Jesus Christ.","New Testament"
"AE","10376","100427","Arab, Emirati","ASI","Asia","Africa, North and Middle East","ARE","Gulf Bedu or village peoples","10","A001","Arab World","111","C0013","Arab, Arabian","Arab, Arabic Gulf Spoken","1108000","2","afb","Arabic, Gulf",,"1","Arabic, Standard",,"3",,,"2024",,"1","1","1","Y","Y","Y","1","Y","Y","Y","6","6","6","Islam","Islam","Islam",,,"99.599999999999994","0","0","2","N","p10376.jpg","Hella Nijssen - Pixabay","https://pixabay.com/photos/portrait-man-face-male-person-4695272/","N","N","N","Y","12",,"55.427463504736899","25.3634607356244","United Arab Emirates","Y","0.40000000000000002","0.40500000000000003","Emirati Arab","em-ee-RAH-tee AE-rub","0.92500000000000004","0.29999999999999999","0.11700000000000001","0.219","0","0","0","0","6","7242400","N","m10376_ae.png","","","People Group location: IMB. Map geography: ESRI / GMI. Map design: Joshua Project.","","N","","","Y","https://joshuaproject.net/assets/media/profiles/maps/m10376_ae.png","https://joshuaproject.net/assets/media/profiles/maps/m10376_ae.pdf","https://joshuaproject.net/people_groups/10376/AE","https://joshuaproject.net/assets/media/profiles/photos/p10376.jpg","https://joshuaproject.net/countries/AE","Unreached","https://joshuaproject.net/images/scale1.jpg","U.A.E. society is one of the most diverse in the world, with workers from over 200 countries, including Oman. Omani Arabs go to the relatively prosperous UAE for jobs in the oil and service industries. They usually stay temporarily, though some are permanent.","There is no spiritual alternative to Islam among the Gulf Arabs in Oman. They know nothing else.","As U.A.E.'s economy boomed, they had to import large numbers of expatriates to build their economy. It’s very possible for Christ followers to share the Lord with the Muslims of Oman.","","Ask the Holy Spirit to call people who are willing to share the love of Christ with Gulf Arabs.
Ask the Lord of the harvest to open the doors of the region to the preaching of the gospel.
Ask God to raise up prayer teams who will begin breaking up the soil through worship and intercession.
Pray that strong local churches will be raised up among Gulf Arabs.","Portions"
